"","Survived","Pclass","Sex","Age","SibSp","Parch","Fare","Cabin","Embarked","Age_Segmented","Fare_Segmented","Name","Family_Size","Family_Segmented"
"667","0","2","male",25,0,0,13,"N","S","21-30","8-15","Mr.",1,"Single"
"668","0","3","male",28,0,0,7.775,"N","S","21-30","0-8","Mr.",1,"Single"
"669","0","3","male",43,0,0,8.05,"N","S","41-50","8-15","Mr.",1,"Single"
"670","1","1","female",27,1,0,52,"C","S","21-30","31-99","Mrs.",2,"SmallFam"
"671","1","2","female",40,1,1,39,"N","S","31-40","31-99","Mrs.",3,"SmallFam"
"672","0","1","male",31,1,0,52,"B","S","31-40","31-99","Mr.",2,"SmallFam"
"673","0","2","male",70,0,0,10.5,"N","S","61-70","8-15","Mr.",1,"Single"
"674","1","2","male",31,0,0,13,"N","S","31-40","8-15","Mr.",1,"Single"
"675","0","2","male",28,0,0,21,"N","S","21-30","15-31","Mr.",1,"Single"
"676","0","3","male",18,0,0,7.775,"N","S","11-20","0-8","Mr.",1,"Single"
"677","0","3","male",24.5,0,0,8.05,"N","S","21-30","8-15","Mr.",1,"Single"
"678","1","3","female",18,0,0,9.8417,"N","S","11-20","8-15","Miss.",1,"Single"
"679","0","3","female",43,1,6,46.9,"N","S","41-50","31-99","Mrs.",8,"LargeFam"
"680","1","1","male",36,0,1,512.3292,"B","C","31-40","200-600","Mr.",2,"SmallFam"
"681","0","3","female",27,0,0,8.1375,"N","Q","21-30","8-15","Miss.",1,"Single"
"682","1","1","male",27,0,0,76.7292,"D","C","21-30","31-99","Mr.",1,"Single"
"683","0","3","male",20,0,0,9.225,"N","S","11-20","8-15","Mr.",1,"Single"
"684","0","3","male",14,5,2,46.9,"N","S","11-20","31-99","Mr.",8,"LargeFam"
"685","0","2","male",60,1,1,39,"N","S","51-60","31-99","Mr.",3,"SmallFam"
"686","0","2","male",25,1,2,41.5792,"N","C","21-30","31-99","Mr.",4,"MediumFam"
"687","0","3","male",14,4,1,39.6875,"N","S","11-20","31-99","Mr.",6,"LargeFam"
"688","0","3","male",19,0,0,10.1708,"N","S","11-20","8-15","Mr.",1,"Single"
"689","0","3","male",18,0,0,7.7958,"N","S","11-20","0-8","Mr.",1,"Single"
"690","1","1","female",15,0,1,211.3375,"B","S","11-20","200-600","Miss.",2,"SmallFam"
"691","1","1","male",31,1,0,57,"B","S","31-40","31-99","Mr.",2,"SmallFam"
"692","1","3","female",4,0,1,13.4167,"N","C","0-10","8-15","Miss.",2,"SmallFam"
"693","1","3","male",28,0,0,56.4958,"N","S","21-30","31-99","Mr.",1,"Single"
"694","0","3","male",25,0,0,7.225,"N","C","21-30","0-8","Mr.",1,"Single"
"695","0","1","male",60,0,0,26.55,"N","S","51-60","15-31","Otros.",1,"Single"
"696","0","2","male",52,0,0,13.5,"N","S","51-60","8-15","Mr.",1,"Single"
"697","0","3","male",44,0,0,8.05,"N","S","41-50","8-15","Mr.",1,"Single"
"698","1","3","female",27,0,0,7.7333,"N","Q","21-30","0-8","Miss.",1,"Single"
"699","0","1","male",49,1,1,110.8833,"C","C","41-50","99-200","Mr.",3,"SmallFam"
"700","0","3","male",42,0,0,7.65,"F","S","41-50","0-8","Mr.",1,"Single"
"701","1","1","female",18,1,0,227.525,"C","C","11-20","200-600","Mrs.",2,"SmallFam"
"702","1","1","male",35,0,0,26.2875,"E","S","31-40","15-31","Mr.",1,"Single"
"703","0","3","female",18,0,1,14.4542,"N","C","11-20","8-15","Miss.",2,"SmallFam"
"704","0","3","male",25,0,0,7.7417,"N","Q","21-30","0-8","Mr.",1,"Single"
"705","0","3","male",26,1,0,7.8542,"N","S","21-30","0-8","Mr.",2,"SmallFam"
"706","0","2","male",39,0,0,26,"N","S","31-40","15-31","Mr.",1,"Single"
"707","1","2","female",45,0,0,13.5,"N","S","41-50","8-15","Mrs.",1,"Single"
"708","1","1","male",42,0,0,26.2875,"E","S","41-50","15-31","Mr.",1,"Single"
"709","1","1","female",22,0,0,151.55,"N","S","21-30","99-200","Miss.",1,"Single"
"710","1","3","male",28,1,1,15.2458,"N","C","21-30","15-31","Master.",3,"SmallFam"
"711","1","1","female",24,0,0,49.5042,"C","C","21-30","31-99","Otros.",1,"Single"
"712","0","1","male",28,0,0,26.55,"C","S","21-30","15-31","Mr.",1,"Single"
"713","1","1","male",48,1,0,52,"C","S","41-50","31-99","Mr.",2,"SmallFam"
"714","0","3","male",29,0,0,9.4833,"N","S","21-30","8-15","Mr.",1,"Single"
"715","0","2","male",52,0,0,13,"N","S","51-60","8-15","Mr.",1,"Single"
"716","0","3","male",19,0,0,7.65,"F","S","11-20","0-8","Mr.",1,"Single"
"717","1","1","female",38,0,0,227.525,"C","C","31-40","200-600","Miss.",1,"Single"
"718","1","2","female",27,0,0,10.5,"E","S","21-30","8-15","Miss.",1,"Single"
"719","0","3","male",28,0,0,15.5,"N","Q","21-30","15-31","Mr.",1,"Single"
"720","0","3","male",33,0,0,7.775,"N","S","31-40","0-8","Mr.",1,"Single"
"721","1","2","female",6,0,1,33,"N","S","0-10","31-99","Miss.",2,"SmallFam"
"722","0","3","male",17,1,0,7.0542,"N","S","11-20","0-8","Mr.",2,"SmallFam"
"723","0","2","male",34,0,0,13,"N","S","31-40","8-15","Mr.",1,"Single"
"724","0","2","male",50,0,0,13,"N","S","41-50","8-15","Mr.",1,"Single"
"725","1","1","male",27,1,0,53.1,"E","S","21-30","31-99","Mr.",2,"SmallFam"
"726","0","3","male",20,0,0,8.6625,"N","S","11-20","8-15","Mr.",1,"Single"
"727","1","2","female",30,3,0,21,"N","S","21-30","15-31","Mrs.",4,"MediumFam"
"728","1","3","female",27,0,0,7.7375,"N","Q","21-30","0-8","Miss.",1,"Single"
"729","0","2","male",25,1,0,26,"N","S","21-30","15-31","Mr.",2,"SmallFam"
"730","0","3","female",25,1,0,7.925,"N","S","21-30","0-8","Miss.",2,"SmallFam"
"731","1","1","female",29,0,0,211.3375,"B","S","21-30","200-600","Miss.",1,"Single"
"732","0","3","male",11,0,0,18.7875,"N","C","11-20","15-31","Mr.",1,"Single"
"733","0","2","male",28,0,0,21,"N","S","21-30","15-31","Mr.",1,"Single"
"734","0","2","male",23,0,0,13,"N","S","21-30","8-15","Mr.",1,"Single"
"735","0","2","male",23,0,0,13,"N","S","21-30","8-15","Mr.",1,"Single"
"736","0","3","male",28.5,0,0,16.1,"N","S","21-30","15-31","Mr.",1,"Single"
"737","0","3","female",48,1,3,34.375,"N","S","41-50","31-99","Mrs.",5,"MediumFam"
"738","1","1","male",35,0,0,512.3292,"B","C","31-40","200-600","Mr.",1,"Single"
"739","0","3","male",28,0,0,7.8958,"N","S","21-30","0-8","Mr.",1,"Single"
"740","0","3","male",28,0,0,7.8958,"N","S","21-30","0-8","Mr.",1,"Single"
"741","1","1","male",28,0,0,30,"D","S","21-30","15-31","Mr.",1,"Single"
"742","0","1","male",36,1,0,78.85,"C","S","31-40","31-99","Mr.",2,"SmallFam"
"743","1","1","female",21,2,2,262.375,"B","C","21-30","200-600","Miss.",5,"MediumFam"
"744","0","3","male",24,1,0,16.1,"N","S","21-30","15-31","Mr.",2,"SmallFam"
"745","1","3","male",31,0,0,7.925,"N","S","31-40","0-8","Mr.",1,"Single"
"746","0","1","male",70,1,1,71,"B","S","61-70","31-99","Otros.",3,"SmallFam"
"747","0","3","male",16,1,1,20.25,"N","S","11-20","15-31","Mr.",3,"SmallFam"
"748","1","2","female",30,0,0,13,"N","S","21-30","8-15","Miss.",1,"Single"
"749","0","1","male",19,1,0,53.1,"D","S","11-20","31-99","Mr.",2,"SmallFam"
"750","0","3","male",31,0,0,7.75,"N","Q","31-40","0-8","Mr.",1,"Single"
"751","1","2","female",4,1,1,23,"N","S","0-10","15-31","Miss.",3,"SmallFam"
"752","1","3","male",6,0,1,12.475,"E","S","0-10","8-15","Master.",2,"SmallFam"
"753","0","3","male",33,0,0,9.5,"N","S","31-40","8-15","Mr.",1,"Single"
"754","0","3","male",23,0,0,7.8958,"N","S","21-30","0-8","Mr.",1,"Single"
"755","1","2","female",48,1,2,65,"N","S","41-50","31-99","Mrs.",4,"MediumFam"
"756","1","2","male",0.67,1,1,14.5,"N","S","0-10","8-15","Master.",3,"SmallFam"
"757","0","3","male",28,0,0,7.7958,"N","S","21-30","0-8","Mr.",1,"Single"
"758","0","2","male",18,0,0,11.5,"N","S","11-20","8-15","Mr.",1,"Single"
"759","0","3","male",34,0,0,8.05,"N","S","31-40","8-15","Mr.",1,"Single"
"760","1","1","female",33,0,0,86.5,"B","S","31-40","31-99","Otros.",1,"Single"
"761","0","3","male",28,0,0,14.5,"N","S","21-30","8-15","Mr.",1,"Single"
"762","0","3","male",41,0,0,7.125,"N","S","41-50","0-8","Mr.",1,"Single"
"763","1","3","male",20,0,0,7.2292,"N","C","11-20","0-8","Mr.",1,"Single"
"764","1","1","female",36,1,2,120,"B","S","31-40","99-200","Mrs.",4,"MediumFam"
"765","0","3","male",16,0,0,7.775,"N","S","11-20","0-8","Mr.",1,"Single"
"766","1","1","female",51,1,0,77.9583,"D","S","51-60","31-99","Mrs.",2,"SmallFam"
"767","0","1","male",28,0,0,39.6,"N","C","21-30","31-99","Otros.",1,"Single"
"768","0","3","female",30.5,0,0,7.75,"N","Q","31-40","0-8","Miss.",1,"Single"
"769","0","3","male",28,1,0,24.15,"N","Q","21-30","15-31","Mr.",2,"SmallFam"
"770","0","3","male",32,0,0,8.3625,"N","S","31-40","8-15","Mr.",1,"Single"
"771","0","3","male",24,0,0,9.5,"N","S","21-30","8-15","Mr.",1,"Single"
"772","0","3","male",48,0,0,7.8542,"N","S","41-50","0-8","Mr.",1,"Single"
"773","0","2","female",57,0,0,10.5,"E","S","51-60","8-15","Mrs.",1,"Single"
"774","0","3","male",28,0,0,7.225,"N","C","21-30","0-8","Mr.",1,"Single"
"775","1","2","female",54,1,3,23,"N","S","51-60","15-31","Mrs.",5,"MediumFam"
"776","0","3","male",18,0,0,7.75,"N","S","11-20","0-8","Mr.",1,"Single"
"777","0","3","male",28,0,0,7.75,"F","Q","21-30","0-8","Mr.",1,"Single"
"778","1","3","female",5,0,0,12.475,"N","S","0-10","8-15","Miss.",1,"Single"
"779","0","3","male",28,0,0,7.7375,"N","Q","21-30","0-8","Mr.",1,"Single"
"780","1","1","female",43,0,1,211.3375,"B","S","41-50","200-600","Mrs.",2,"SmallFam"
"781","1","3","female",13,0,0,7.2292,"N","C","11-20","0-8","Miss.",1,"Single"
"782","1","1","female",17,1,0,57,"B","S","11-20","31-99","Mrs.",2,"SmallFam"
"783","0","1","male",29,0,0,30,"D","S","21-30","15-31","Mr.",1,"Single"
"784","0","3","male",28,1,2,23.45,"N","S","21-30","15-31","Mr.",4,"MediumFam"
"785","0","3","male",25,0,0,7.05,"N","S","21-30","0-8","Mr.",1,"Single"
"786","0","3","male",25,0,0,7.25,"N","S","21-30","0-8","Mr.",1,"Single"
"787","1","3","female",18,0,0,7.4958,"N","S","11-20","0-8","Miss.",1,"Single"
"788","0","3","male",8,4,1,29.125,"N","Q","0-10","15-31","Master.",6,"LargeFam"
"789","1","3","male",1,1,2,20.575,"N","S","0-10","15-31","Master.",4,"MediumFam"
"790","0","1","male",46,0,0,79.2,"B","C","41-50","31-99","Mr.",1,"Single"
"791","0","3","male",28,0,0,7.75,"N","Q","21-30","0-8","Mr.",1,"Single"
"792","0","2","male",16,0,0,26,"N","S","11-20","15-31","Mr.",1,"Single"
"793","0","3","female",27,8,2,69.55,"N","S","21-30","31-99","Miss.",11,"LargeFam"
"794","0","1","male",28,0,0,30.6958,"N","C","21-30","15-31","Mr.",1,"Single"
"795","0","3","male",25,0,0,7.8958,"N","S","21-30","0-8","Mr.",1,"Single"
"796","0","2","male",39,0,0,13,"N","S","31-40","8-15","Mr.",1,"Single"
"797","1","1","female",49,0,0,25.9292,"D","S","41-50","15-31","Otros.",1,"Single"
"798","1","3","female",31,0,0,8.6833,"N","S","31-40","8-15","Mrs.",1,"Single"
"799","0","3","male",30,0,0,7.2292,"N","C","21-30","0-8","Mr.",1,"Single"
"800","0","3","female",30,1,1,24.15,"N","S","21-30","15-31","Mrs.",3,"SmallFam"
"801","0","2","male",34,0,0,13,"N","S","31-40","8-15","Mr.",1,"Single"
"802","1","2","female",31,1,1,26.25,"N","S","31-40","15-31","Mrs.",3,"SmallFam"
"803","1","1","male",11,1,2,120,"B","S","11-20","99-200","Master.",4,"MediumFam"
"804","1","3","male",0.42,0,1,8.5167,"N","C","0-10","8-15","Master.",2,"SmallFam"
"805","1","3","male",27,0,0,6.975,"N","S","21-30","0-8","Mr.",1,"Single"
"806","0","3","male",31,0,0,7.775,"N","S","31-40","0-8","Mr.",1,"Single"
"807","0","1","male",39,0,0,72,"A","S","31-40","31-99","Mr.",1,"Single"
"808","0","3","female",18,0,0,7.775,"N","S","11-20","0-8","Miss.",1,"Single"
"809","0","2","male",39,0,0,13,"N","S","31-40","8-15","Mr.",1,"Single"
"810","1","1","female",33,1,0,53.1,"E","S","31-40","31-99","Mrs.",2,"SmallFam"
"811","0","3","male",26,0,0,7.8875,"N","S","21-30","0-8","Mr.",1,"Single"
"812","0","3","male",39,0,0,24.15,"N","S","31-40","15-31","Mr.",1,"Single"
"813","0","2","male",35,0,0,10.5,"N","S","31-40","8-15","Mr.",1,"Single"
"814","0","3","female",6,4,2,31.275,"N","S","0-10","31-99","Miss.",7,"LargeFam"
"815","0","3","male",30.5,0,0,8.05,"N","S","31-40","8-15","Mr.",1,"Single"
"816","0","1","male",28,0,0,72,"B","S","21-30","31-99","Mr.",1,"Single"
"817","0","3","female",23,0,0,7.925,"N","S","21-30","0-8","Miss.",1,"Single"
"818","0","2","male",31,1,1,37.0042,"N","C","31-40","31-99","Mr.",3,"SmallFam"
"819","0","3","male",43,0,0,6.45,"N","S","41-50","0-8","Mr.",1,"Single"
"820","0","3","male",10,3,2,27.9,"N","S","0-10","15-31","Master.",6,"LargeFam"
"821","1","1","female",52,1,1,93.5,"B","S","51-60","31-99","Mrs.",3,"SmallFam"
"822","1","3","male",27,0,0,8.6625,"N","S","21-30","8-15","Mr.",1,"Single"
"823","0","1","male",38,0,0,72,"N","S","31-40","31-99","Otros.",1,"Single"
"824","1","3","female",27,0,1,12.475,"E","S","21-30","8-15","Mrs.",2,"SmallFam"
"825","0","3","male",2,4,1,39.6875,"N","S","0-10","31-99","Master.",6,"LargeFam"
"826","0","3","male",28,0,0,6.95,"N","Q","21-30","0-8","Mr.",1,"Single"
"827","0","3","male",28,0,0,56.4958,"N","S","21-30","31-99","Mr.",1,"Single"
"828","1","2","male",1,0,2,37.0042,"N","C","0-10","31-99","Master.",3,"SmallFam"
"829","1","3","male",28,0,0,7.75,"N","Q","21-30","0-8","Mr.",1,"Single"
"830","1","1","female",62,0,0,80,"B","S","61-70","31-99","Mrs.",1,"Single"
"831","1","3","female",15,1,0,14.4542,"N","C","11-20","8-15","Mrs.",2,"SmallFam"
"832","1","2","male",0.83,1,1,18.75,"N","S","0-10","15-31","Master.",3,"SmallFam"
"833","0","3","male",28,0,0,7.2292,"N","C","21-30","0-8","Mr.",1,"Single"
"834","0","3","male",23,0,0,7.8542,"N","S","21-30","0-8","Mr.",1,"Single"
"835","0","3","male",18,0,0,8.3,"N","S","11-20","8-15","Mr.",1,"Single"
"836","1","1","female",39,1,1,83.1583,"E","C","31-40","31-99","Miss.",3,"SmallFam"
"837","0","3","male",21,0,0,8.6625,"N","S","21-30","8-15","Mr.",1,"Single"
"838","0","3","male",28,0,0,8.05,"N","S","21-30","8-15","Mr.",1,"Single"
"839","1","3","male",32,0,0,56.4958,"N","S","31-40","31-99","Mr.",1,"Single"
"840","1","1","male",28,0,0,29.7,"C","C","21-30","15-31","Mr.",1,"Single"
"841","0","3","male",20,0,0,7.925,"N","S","11-20","0-8","Mr.",1,"Single"
"842","0","2","male",16,0,0,10.5,"N","S","11-20","8-15","Mr.",1,"Single"
"843","1","1","female",30,0,0,31,"N","C","21-30","15-31","Miss.",1,"Single"
"844","0","3","male",34.5,0,0,6.4375,"N","C","31-40","0-8","Mr.",1,"Single"
"845","0","3","male",17,0,0,8.6625,"N","S","11-20","8-15","Mr.",1,"Single"
"846","0","3","male",42,0,0,7.55,"N","S","41-50","0-8","Mr.",1,"Single"
"847","0","3","male",28,8,2,69.55,"N","S","21-30","31-99","Mr.",11,"LargeFam"
"848","0","3","male",35,0,0,7.8958,"N","C","31-40","0-8","Mr.",1,"Single"
"849","0","2","male",28,0,1,33,"N","S","21-30","31-99","Otros.",2,"SmallFam"
"850","1","1","female",27,1,0,89.1042,"C","C","21-30","31-99","Mrs.",2,"SmallFam"
"851","0","3","male",4,4,2,31.275,"N","S","0-10","31-99","Master.",7,"LargeFam"
"852","0","3","male",74,0,0,7.775,"N","S","71-80","0-8","Mr.",1,"Single"
"853","0","3","female",9,1,1,15.2458,"N","C","0-10","15-31","Miss.",3,"SmallFam"
"854","1","1","female",16,0,1,39.4,"D","S","11-20","31-99","Miss.",2,"SmallFam"
"855","0","2","female",44,1,0,26,"N","S","41-50","15-31","Mrs.",2,"SmallFam"
"856","1","3","female",18,0,1,9.35,"N","S","11-20","8-15","Mrs.",2,"SmallFam"
"857","1","1","female",45,1,1,164.8667,"N","S","41-50","99-200","Mrs.",3,"SmallFam"
"858","1","1","male",51,0,0,26.55,"E","S","51-60","15-31","Mr.",1,"Single"
"859","1","3","female",24,0,3,19.2583,"N","C","21-30","15-31","Mrs.",4,"MediumFam"
"860","0","3","male",28,0,0,7.2292,"N","C","21-30","0-8","Mr.",1,"Single"
"861","0","3","male",41,2,0,14.1083,"N","S","41-50","8-15","Mr.",3,"SmallFam"
"862","0","2","male",21,1,0,11.5,"N","S","21-30","8-15","Mr.",2,"SmallFam"
"863","1","1","female",48,0,0,25.9292,"D","S","41-50","15-31","Mrs.",1,"Single"
"864","0","3","female",27,8,2,69.55,"N","S","21-30","31-99","Miss.",11,"LargeFam"
"865","0","2","male",24,0,0,13,"N","S","21-30","8-15","Mr.",1,"Single"
"866","1","2","female",42,0,0,13,"N","S","41-50","8-15","Mrs.",1,"Single"
"867","1","2","female",27,1,0,13.8583,"N","C","21-30","8-15","Miss.",2,"SmallFam"
"868","0","1","male",31,0,0,50.4958,"A","S","31-40","31-99","Mr.",1,"Single"
"869","0","3","male",28,0,0,9.5,"N","S","21-30","8-15","Mr.",1,"Single"
"870","1","3","male",4,1,1,11.1333,"N","S","0-10","8-15","Master.",3,"SmallFam"
"871","0","3","male",26,0,0,7.8958,"N","S","21-30","0-8","Mr.",1,"Single"
"872","1","1","female",47,1,1,52.5542,"D","S","41-50","31-99","Mrs.",3,"SmallFam"
"873","0","1","male",33,0,0,5,"B","S","31-40","0-8","Mr.",1,"Single"
"874","0","3","male",47,0,0,9,"N","S","41-50","8-15","Mr.",1,"Single"
"875","1","2","female",28,1,0,24,"N","C","21-30","15-31","Mrs.",2,"SmallFam"
"876","1","3","female",15,0,0,7.225,"N","C","11-20","0-8","Miss.",1,"Single"
"877","0","3","male",20,0,0,9.8458,"N","S","11-20","8-15","Mr.",1,"Single"
"878","0","3","male",19,0,0,7.8958,"N","S","11-20","0-8","Mr.",1,"Single"
"879","0","3","male",28,0,0,7.8958,"N","S","21-30","0-8","Mr.",1,"Single"
"880","1","1","female",56,0,1,83.1583,"C","C","51-60","31-99","Mrs.",2,"SmallFam"
"881","1","2","female",25,0,1,26,"N","S","21-30","15-31","Mrs.",2,"SmallFam"
"882","0","3","male",33,0,0,7.8958,"N","S","31-40","0-8","Mr.",1,"Single"
"883","0","3","female",22,0,0,10.5167,"N","S","21-30","8-15","Miss.",1,"Single"
"884","0","2","male",28,0,0,10.5,"N","S","21-30","8-15","Mr.",1,"Single"
"885","0","3","male",25,0,0,7.05,"N","S","21-30","0-8","Mr.",1,"Single"
"886","0","3","female",39,0,5,29.125,"N","Q","31-40","15-31","Mrs.",6,"LargeFam"
"887","0","2","male",27,0,0,13,"N","S","21-30","8-15","Otros.",1,"Single"
"888","1","1","female",19,0,0,30,"B","S","11-20","15-31","Miss.",1,"Single"
"889","0","3","female",27,1,2,23.45,"N","S","21-30","15-31","Miss.",4,"MediumFam"
"890","1","1","male",26,0,0,30,"C","C","21-30","15-31","Mr.",1,"Single"
"891","0","3","male",32,0,0,7.75,"N","Q","31-40","0-8","Mr.",1,"Single"
